CIN,Company_Name,ROC_Code,Registration_Number,Company_Category,Company_SubCategory,Class_of_Company,Date_of_Incorporation,Registered_Address,Registered_State,Registered_Pincode,Email_Id,Whether_Listed,Company_Status,Authorized_Capital_Rs,Paid_up_Capital_Rs,Date_of_Last_AGM,Date_of_Balance_Sheet,Industrial_Activity_Code,Industrial_Activity_Description,Synthetic_Ring_ID,Synthetic_Shell_Ground_Truth
U45201TG2016PTC100840,Zenith Infra Private Limited,ROC-HYDERABAD,100841,Company limited by Shares,Non-govt company,Private,12/02/2016,"713, Chambers, Vertex Colony, Hyderabad, Telangana - 500063",Telangana,500063,zenith93@gmail.com,Unlisted,Active,100000,70032,21/07/2024,31/03/2024,45201,Maintenance and repair of motor vehicles,,No
U74999UP2014PTC100201,National Exports Private Limited,ROC-KANPUR,100202,Company limited by Shares,Non-govt company,Private,02/07/2014,"313, Complex, Continental Layout, Kanpur, Uttar Pradesh - 208089",Uttar Pradesh,208089,national28@gmail.com,Unlisted,Active,500000,297622,25/07/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U64990HR2011PTC100135,Vishal Foods Private Limited,ROC-CHANDIGARH,100136,Company limited by Shares,Non-govt company,Private,06/02/2011,"109, Complex, Diamond Layout, Gurugram, Haryana - 122050",Haryana,122050,vishal62@gmail.com,Unlisted,Active,100000,97177,05/07/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U46310UP2024PTC100028,Pioneer Commodities Private Limited,ROC-KANPUR,100029,Company limited by Shares,Non-govt company,Private,13/07/2024,"309, House, Falcon Marg, Kanpur, Uttar Pradesh - 208048",Uttar Pradesh,208048,pioneer60@rediffmail.com,Unlisted,Under Process of Striking Off,50000000,150000,,,46310,Wholesale of agricultural raw materials,RING-04,Yes
U63990HR2024PTC100881,National Trading Private Limited,ROC-CHANDIGARH,100882,Company limited by Shares,Non-govt company,Private,26/01/2024,"991, Chambers, Shree Chowk, Gurugram, Haryana - 122092",Haryana,122092,national74@gmail.com,Unlisted,Active,200000,143927,03/09/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U46900HR2019PTC100231,Suvidha Impex Private Limited,ROC-CHANDIGARH,100232,Company limited by Shares,Non-govt company,Private,11/03/2019,"606, Tower, Global Road, Gurugram, Haryana - 122073",Haryana,122073,suvidha86@gmail.com,Unlisted,Active,500000,455184,27/08/2024,31/03/2024,46900,Wholesale trade (non-specialized),,No
U14101PB2024PTC100490,Platinum Consultancy Private Limited,ROC-CHANDIGARH,100491,Company limited by Shares,Non-govt company,Private,30/04/2024,"350, Complex, Vardhan Street, Chandigarh, Punjab - 160036",Punjab,160036,platinum98@gmail.com,Unlisted,Active,200000,188974,20/08/2024,31/03/2024,14101,Manufacture of wearing apparel,,No
U46900TG2010PTC100773,Metro Traders Private Limited,ROC-HYDERABAD,100774,Company limited by Shares,Non-govt company,Private,01/06/2010,"860, Plaza, Vardhan Street, Hyderabad, Telangana - 500063",Telangana,500063,metro20@gmail.com,Unlisted,Active,2000000,1858080,02/07/2025,31/03/2026,46900,Wholesale trade (non-specialized),,No
U46310MH2025PTC100379,Bharat Ventures Private Limited,ROC-PUNE,100380,Company limited by Shares,Non-govt company,Private,07/06/2025,"361, Heights, Shakti Street, Pune, Maharashtra - 411018",Maharashtra,411018,bharat66@gmail.com,Unlisted,Active,5000000,3820386,17/10/2025,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U62011PB2012PTC100289,Suvidha Enterprises Private Limited,ROC-CHANDIGARH,100290,Company limited by Shares,Non-govt company,Private,31/03/2012,"530, Plaza, Anmol Lane, Chandigarh, Punjab - 160016",Punjab,160016,suvidha45@gmail.com,Unlisted,Active,1000000,637017,12/10/2025,31/03/2025,62011,Computer programming activities,,No
U46310GJ2015PTC100419,Emerald Traders Private Limited,ROC-AHMEDABAD,100420,Company limited by Shares,Non-govt company,Private,11/04/2015,"470, Plaza, Royal Colony, Ahmedabad, Gujarat - 380057",Gujarat,380057,emerald14@gmail.com,Unlisted,Active,2000000,1244100,19/11/2024,31/03/2024,46310,Wholesale of agricultural raw materials,,No
U63990GJ2020PTC100675,Universal Pharma Private Limited,ROC-AHMEDABAD,100676,Company limited by Shares,Non-govt company,Private,02/10/2020,"342, Chambers, Radiant Marg, Ahmedabad, Gujarat - 380038",Gujarat,380038,universal34@gmail.com,Unlisted,Active,2000000,1459462,02/08/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U62011GJ2023PTC100392,Skyline Investments Private Limited,ROC-AHMEDABAD,100393,Company limited by Shares,Non-govt company,Private,22/09/2023,"785, Tower, Apex Marg, Ahmedabad, Gujarat - 380085",Gujarat,380085,skyline85@gmail.com,Unlisted,Active,500000,439415,24/08/2024,31/03/2024,62011,Computer programming activities,,No
U74999DL2015PTC100593,Om Overseas Private Limited,ROC-DELHI,100594,Company limited by Shares,Non-govt company,Private,19/09/2015,"117, Tower, Trident Road, New Delhi, Delhi - 110064",Delhi,110064,om97@gmail.com,Unlisted,Active,200000,169699,12/07/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U45201WB2012PTC100499,Everest Merchants Private Limited,ROC-KOLKATA,100500,Company limited by Shares,Non-govt company,Private,03/05/2012,"893, Complex, Trident Colony, Kolkata, West Bengal - 700021",West Bengal,700021,everest98@gmail.com,Unlisted,Active,500000,463844,25/10/2025,31/03/2025,45201,Maintenance and repair of motor vehicles,,No
U10610HR2009PLC100139,Om Systems Limited,ROC-CHANDIGARH,100140,Company limited by Shares,Non-govt company,Public,03/12/2009,"607, Heights, Vishal Colony, Gurugram, Haryana - 122085",Haryana,122085,om13@gmail.com,Unlisted,Active,1000000,677402,08/08/2026,31/03/2026,10610,Manufacture of grain mill products,,No
U64990KA2023PTC100063,Sunrise Pharma Private Limited,ROC-BANGALORE,100064,Company limited by Shares,Non-govt company,Private,13/08/2023,"786, Complex, Vikram Chowk, Bengaluru, Karnataka - 560047",Karnataka,560047,sunrise49@rediffmail.com,Unlisted,Active - Non-compliant,100000000,500000,,,64990,Other financial service activities n.e.c.,RING-10,Yes
U52290TG2009PTC100472,Silver Pharma Private Limited,ROC-HYDERABAD,100473,Company limited by Shares,Non-govt company,Private,23/04/2009,"665, Chambers, Vaibhav Chowk, Hyderabad, Telangana - 500043",Telangana,500043,silver67@gmail.com,Unlisted,Active,500000,495509,02/08/2025,31/03/2026,52290,Other transportation support activities,,No
U64990HR2007PTC100648,Continental Exports Private Limited,ROC-CHANDIGARH,100649,Company limited by Shares,Non-govt company,Private,30/07/2007,"724, House, Metro Colony, Gurugram, Haryana - 122084",Haryana,122084,continental53@gmail.com,Unlisted,Active,5000000,4659436,17/09/2025,31/03/2025,64990,Other financial service activities n.e.c.,,No
U64990WB2006PTC100129,Prime Realty Private Limited,ROC-KOLKATA,100130,Company limited by Shares,Non-govt company,Private,22/11/2006,"869, Arcade, Capital Lane, Kolkata, West Bengal - 700060",West Bengal,700060,prime47@gmail.com,Unlisted,Active,2000000,1600999,01/12/2025,31/03/2025,64990,Other financial service activities n.e.c.,,No
U46310WB2012PTC100977,Metro Ventures Private Limited,ROC-KOLKATA,100978,Company limited by Shares,Non-govt company,Private,13/01/2012,"160, Arcade, Lakshmi Marg, Kolkata, West Bengal - 700034",West Bengal,700034,metro27@gmail.com,Unlisted,Active,5000000,4277338,15/11/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
U14101KA2012PTC100521,Shree Commodities Private Limited,ROC-BANGALORE,100522,Company limited by Shares,Non-govt company,Private,17/05/2012,"674, Arcade, Aastha Chowk, Bengaluru, Karnataka - 560063",Karnataka,560063,shree30@gmail.com,Unlisted,Active,200000,194657,06/09/2025,31/03/2026,14101,Manufacture of wearing apparel,,No
U14101KA2023PTC100839,National Technologies Private Limited,ROC-BANGALORE,100840,Company limited by Shares,Non-govt company,Private,02/05/2023,"403, Heights, Nova Street, Bengaluru, Karnataka - 560073",Karnataka,560073,national95@gmail.com,Unlisted,Active,1000000,711641,10/08/2024,31/03/2024,14101,Manufacture of wearing apparel,,No
U62011TG2016PTC100963,Platinum Trading Private Limited,ROC-HYDERABAD,100964,Company limited by Shares,Non-govt company,Private,01/11/2016,"442, Tower, Global Street, Hyderabad, Telangana - 500056",Telangana,500056,platinum81@gmail.com,Unlisted,Active,200000,196130,28/10/2024,31/03/2024,62011,Computer programming activities,,No
U10610KA2023PTC100065,Sunrise Investments Private Limited,ROC-BANGALORE,100066,Company limited by Shares,Non-govt company,Private,01/08/2023,"786, Complex, Vikram Chowk, Bengaluru, Karnataka - 560047",Karnataka,560047,sunrise17@rediffmail.com,Unlisted,Active,25000000,100000,,,10610,Manufacture of grain mill products,RING-10,Yes
U63990WB2018PLC100813,Radiant Constructions Limited,ROC-KOLKATA,100814,Company limited by Shares,Non-govt company,Public,07/06/2018,"75, Plaza, Everest Road, Kolkata, West Bengal - 700089",West Bengal,700089,radiant46@gmail.com,Unlisted,Active,1000000,762095,28/07/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U64990RJ2019PTC100015,Vantage Solutions Private Limited,ROC-JAIPUR,100016,Company limited by Shares,Non-govt company,Private,10/10/2019,"935, Tower, Vishwa Chowk, Jaipur, Rajasthan - 302091",Rajasthan,302091,vantage92@rediffmail.com,Unlisted,Active,25000000,150000,,,64990,Other financial service activities n.e.c.,RING-02,Yes
U47190MH2021PTC100157,Ashirwad Solutions Private Limited,ROC-PUNE,100158,Company limited by Shares,Non-govt company,Private,25/03/2021,"52, Tower, Golden Marg, Pune, Maharashtra - 411047",Maharashtra,411047,ashirwad56@gmail.com,Unlisted,Active,500000,411084,15/09/2025,31/03/2025,47190,Other retail sale in non-specialized stores,,No
U70200MH2018PTC100041,Apex Foods Private Limited,ROC-PUNE,100042,Company limited by Shares,Non-govt company,Private,05/01/2019,"411, Mall, Royal Marg, Pune, Maharashtra - 411029",Maharashtra,411029,apex51@rediffmail.com,Unlisted,Active - Non-compliant,50000000,100000,,,70200,Management consultancy activities,RING-06,Yes
U64990MH2006PTC100493,Trident Textiles Private Limited,ROC-PUNE,100494,Company limited by Shares,Non-govt company,Private,11/11/2006,"248, Mall, Krishna Colony, Pune, Maharashtra - 411049",Maharashtra,411049,trident80@gmail.com,Unlisted,Active,5000000,4576575,11/12/2025,31/03/2026,64990,Other financial service activities n.e.c.,,No
U70200HR2008PTC100380,Continental Industries Private Limited,ROC-CHANDIGARH,100381,Company limited by Shares,Non-govt company,Private,17/07/2008,"320, House, Shakti Marg, Gurugram, Haryana - 122079",Haryana,122079,continental99@gmail.com,Unlisted,Active,100000,76721,17/11/2024,31/03/2024,70200,Management consultancy activities,,No
U82990TN2016PTC100188,Diamond Investments Private Limited,ROC-CHENNAI,100189,Company limited by Shares,Non-govt company,Private,25/10/2016,"999, Arcade, Falcon Layout, Chennai, Tamil Nadu - 600027",Tamil Nadu,600027,diamond99@gmail.com,Unlisted,Active,200000,102857,15/10/2025,31/03/2025,82990,Other business support activities n.e.c.,,No
U74999TN2018PTC100764,Everest Industries Private Limited,ROC-CHENNAI,100765,Company limited by Shares,Non-govt company,Private,02/04/2018,"750, Heights, Capital Road, Chennai, Tamil Nadu - 600097",Tamil Nadu,600097,everest50@gmail.com,Unlisted,Active,500000,360584,09/10/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U63990PB2021PLC100217,Orion Industries Limited,ROC-CHANDIGARH,100218,Company limited by Shares,Non-govt company,Public,14/12/2021,"467, Arcade, Vinayak Layout, Chandigarh, Punjab - 160070",Punjab,160070,orion39@gmail.com,Unlisted,Active,1000000,783894,04/10/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U45201TN2022PLC100792,Sai Infra Limited,ROC-CHENNAI,100793,Company limited by Shares,Non-govt company,Public,13/10/2022,"740, Chambers, Zenith Chowk, Chennai, Tamil Nadu - 600097",Tamil Nadu,600097,sai42@gmail.com,Unlisted,Active - Non-compliant,2000000,1323376,24/07/2025,31/03/2025,45201,Maintenance and repair of motor vehicles,,No
U46310HR2024PTC100053,Infinity Pharma Private Limited,ROC-CHANDIGARH,100054,Company limited by Shares,Non-govt company,Private,24/01/2024,"691, House, Falcon Colony, Gurugram, Haryana - 122021",Haryana,122021,infinity45@rediffmail.com,Unlisted,Under Process of Striking Off,50000000,150000,14/10/2020,31/03/2020,46310,Wholesale of agricultural raw materials,RING-08,Yes
U46310MH2024PTC100879,Aastha Agro Private Limited,ROC-MUMBAI,100880,Company limited by Shares,Non-govt company,Private,21/11/2024,"590, Heights, Sai Chowk, Mumbai, Maharashtra - 400051",Maharashtra,400051,aastha12@gmail.com,Unlisted,Active,5000000,2951754,14/12/2025,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U64990UP2014PTC100338,Metro Industries Private Limited,ROC-KANPUR,100339,Company limited by Shares,Non-govt company,Private,26/07/2014,"745, Plaza, Lakshmi Road, Kanpur, Uttar Pradesh - 208058",Uttar Pradesh,208058,metro59@gmail.com,Unlisted,Dormant,1000000,954565,05/11/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U45201TG2013PTC100749,Radiant Consultancy Private Limited,ROC-HYDERABAD,100750,Company limited by Shares,Non-govt company,Private,07/05/2013,"51, Arcade, Lakshmi Lane, Hyderabad, Telangana - 500022",Telangana,500022,radiant51@gmail.com,Unlisted,Active,1000000,506178,06/11/2025,31/03/2025,45201,Maintenance and repair of motor vehicles,,No
U74999UP2024PTC100720,Sunrise Textiles Private Limited,ROC-KANPUR,100721,Company limited by Shares,Non-govt company,Private,04/10/2024,"716, Chambers, Vishal Lane, Kanpur, Uttar Pradesh - 208026",Uttar Pradesh,208026,sunrise69@gmail.com,Unlisted,Active,2000000,1728527,04/09/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U62011DL2026PTC100725,Horizon Distributors Private Limited,ROC-DELHI,100726,Company limited by Shares,Non-govt company,Private,06/03/2026,"258, House, Global Street, New Delhi, Delhi - 110099",Delhi,110099,horizon13@gmail.com,Unlisted,Active,500000,368363,13/12/2024,31/03/2024,62011,Computer programming activities,,No
U41001TG2015PTC100296,Vantage Pharma Private Limited,ROC-HYDERABAD,100297,Company limited by Shares,Non-govt company,Private,01/06/2015,"486, Arcade, Ganesh Nagar, Hyderabad, Telangana - 500091",Telangana,500091,vantage84@gmail.com,Unlisted,Active,500000,428121,16/12/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U68100HR2011PLC100702,Vishwa Infra Limited,ROC-CHANDIGARH,100703,Company limited by Shares,Non-govt company,Public,08/12/2011,"420, Complex, Silver Colony, Gurugram, Haryana - 122022",Haryana,122022,vishwa96@gmail.com,Unlisted,Active,200000,125947,16/07/2025,31/03/2025,68100,Real estate activities with own/leased property,,No
U63990MH2016PTC100252,Aastha Systems Private Limited,ROC-PUNE,100253,Company limited by Shares,Non-govt company,Private,16/01/2016,"556, Heights, Orion Marg, Pune, Maharashtra - 411014",Maharashtra,411014,aastha65@gmail.com,Unlisted,Active,1000000,600965,09/11/2025,31/03/2025,63990,Other information service activities n.e.c.,,No
U46900MH2016PTC100727,Everest Systems Private Limited,ROC-MUMBAI,100728,Company limited by Shares,Non-govt company,Private,19/01/2016,"902, Chambers, Vikram Street, Mumbai, Maharashtra - 400085",Maharashtra,400085,everest85@gmail.com,Unlisted,Active,1000000,746354,07/08/2024,31/03/2024,46900,Wholesale trade (non-specialized),,No
U47190GJ2012PTC100462,Golden Traders Private Limited,ROC-AHMEDABAD,100463,Company limited by Shares,Non-govt company,Private,08/03/2012,"47, House, Capital Road, Ahmedabad, Gujarat - 380047",Gujarat,380047,golden10@gmail.com,Unlisted,Active,5000000,3009020,01/11/2024,31/03/2024,47190,Other retail sale in non-specialized stores,,No
U68100GJ2012PTC100456,Falcon Investments Private Limited,ROC-AHMEDABAD,100457,Company limited by Shares,Non-govt company,Private,18/10/2012,"971, Plaza, Rudra Layout, Ahmedabad, Gujarat - 380065",Gujarat,380065,falcon27@gmail.com,Unlisted,Active,5000000,2869700,09/11/2025,31/03/2026,68100,Real estate activities with own/leased property,,No
U46310RJ2015PTC100997,Golden Technologies Private Limited,ROC-JAIPUR,100998,Company limited by Shares,Non-govt company,Private,19/05/2015,"935, Mall, Diamond Lane, Jaipur, Rajasthan - 302044",Rajasthan,302044,golden66@gmail.com,Unlisted,Active,1000000,990778,17/07/2026,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U82990TG2022PTC100816,Pioneer Textiles Private Limited,ROC-HYDERABAD,100817,Company limited by Shares,Non-govt company,Private,11/05/2022,"247, Complex, Nova Street, Hyderabad, Telangana - 500037",Telangana,500037,pioneer48@gmail.com,Unlisted,Active,1000000,929840,06/12/2025,31/03/2026,82990,Other business support activities n.e.c.,,No
U47190MH2016PTC100863,Lakshmi Ventures Private Limited,ROC-PUNE,100864,Company limited by Shares,Non-govt company,Private,07/03/2016,"513, House, Vikram Street, Pune, Maharashtra - 411064",Maharashtra,411064,lakshmi40@gmail.com,Unlisted,Active,200000,143919,17/12/2025,31/03/2026,47190,Other retail sale in non-specialized stores,,No
U68100DL2021PTC100270,Rudra Agro Private Limited,ROC-DELHI,100271,Company limited by Shares,Non-govt company,Private,29/03/2021,"190, Tower, Vishal Chowk, New Delhi, Delhi - 110096",Delhi,110096,rudra23@gmail.com,Unlisted,Active,5000000,3624869,07/08/2025,31/03/2025,68100,Real estate activities with own/leased property,,No
U64990MH2012PTC100202,Everest Consultancy Private Limited,ROC-PUNE,100203,Company limited by Shares,Non-govt company,Private,11/06/2012,"495, Complex, Vaibhav Marg, Pune, Maharashtra - 411058",Maharashtra,411058,everest84@gmail.com,Unlisted,Active,5000000,3845013,18/09/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U46900KA2014PTC100162,Rudra Foods Private Limited,ROC-BANGALORE,100163,Company limited by Shares,Non-govt company,Private,19/04/2014,"604, Complex, Radiant Marg, Bengaluru, Karnataka - 560077",Karnataka,560077,rudra16@gmail.com,Unlisted,Active,5000000,4593665,22/10/2025,31/03/2025,46900,Wholesale trade (non-specialized),,No
U68100UP2009PTC100556,Continental Chemicals Private Limited,ROC-KANPUR,100557,Company limited by Shares,Non-govt company,Private,23/11/2009,"51, Complex, Ganesh Colony, Kanpur, Uttar Pradesh - 208016",Uttar Pradesh,208016,continental28@gmail.com,Unlisted,Active,100000,94570,19/09/2025,31/03/2025,68100,Real estate activities with own/leased property,,No
